id,merchant_id,parent_sku,source_title,title_es,title_pt,brand,source_product_type,category_key,category_es,category_pt,site_category,secondary_categories,color_source,color_es,color_pt,available_sizes,available_variants,total_variants,current_price_eur,original_price_eur,discount_percent,availability,condition,active,launch_date,priority,editorial_score,affiliate_url,landing_url,image_urls,source_description,description_es,description_pt,short_description_es,short_description_pt,labels,translation_status
lounge-7687849181220,lounge-eu,7687849181220,Everyday Form G-String - Honey,Tanga de hilo Everyday Form – miel,Fio dental Everyday Form – mel,Lounge Underwear,Bottoms,lingerie_bottoms,Lencería · Braguitas y tangas,Lingerie · Cuecas e tangas,women-fashion,under-10,Honey,miel,mel,"XS,L,XL,XXL,3XL",5,7,6.0,12.0,50,in_stock,new,True,2024-08-12,B,22,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7687849181220&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Feveryday-form-g-string-honey&intsrc=CATF_35417,https://eu.lounge.com/products/everyday-form-g-string-honey,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1EverydayFormG-String-HoneyAmber.jpg?v=1725022381|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2EverydayFormG-String-HoneyAmber.jpg?v=1725022381|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3EverydayFormG-String-HoneyAmber.jpg?v=1725022381|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4EverydayFormG-String-HoneyAmber.jpg?v=1725022381,Smooth stretch fabrication Ultrasonic elastic bonded edges for a smoothing finish,"Tanga de hilo Everyday Form – miel de Lounge. Tallas disponibles: XS, L, XL, XXL, 3XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.","Fio dental Everyday Form – mel da Lounge. Tamanhos disponíveis: XS, L, XL, XXL, 3XL. O preço e o stock devem ser confirmados na loja antes de concluir a compra.",Tanga de hilo Everyday Form – miel. Disponible en Lounge EU desde 6.00 €.,Fio dental Everyday Form – mel. Disponível na Lounge EU desde 6.00 €.,"30/08/24,50%-discount,bottoms-under-10,collection-auto_6-FOR,collection-auto_bottoms,collection-auto_bottomsoffer1,collection-auto_everyday,collection-auto_everyday-bottoms,collection-auto_everyday-collection,collection-auto_g-strings,collection-auto_gym-underwear,collection-auto_micro-thongs,collection-auto_nude-underwear,collection-auto_outlet,collection-auto_seamless,collection-auto_special-day-solutions,collection-auto_support-for-everyone,collection-auto_thongs-&-briefs,collection-auto_underwear,g-strings,latest-swatch,neutral-edit,outlet-addition-0626",borrador_controlado_revisar_antes_de_publicar
lounge-7687849017380,lounge-eu,7687849017380,Everyday Form G-String - Black,Tanga de hilo Everyday Form – negro,Fio dental Everyday Form – preto,Lounge Underwear,Bottoms,lingerie_bottoms,Lencería · Braguitas y tangas,Lingerie · Cuecas e tangas,women-fashion,under-10,Black,negro,preto,"XXL,3XL",2,7,6.0,12.0,50,in_stock,new,True,2024-08-12,B,18,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7687849017380&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Feveryday-form-g-string-black&intsrc=CATF_35417,https://eu.lounge.com/products/everyday-form-g-string-black,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1EverydayFormG-String-Black-AminaFF.jpg?v=1725022379|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2EverydayFormG-String-Black-AminaFF.jpg?v=1725022380|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3EverydayFormG-String-Black-AminaFF.jpg?v=1725022380|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4EverydayFormG-String-Black-AminaFF.jpg?v=1725022380,Smooth stretch fabrication Ultrasonic elastic bonded edges for a smoothing finish,"Tanga de hilo Everyday Form – negro de Lounge. Tallas disponibles: XXL, 3XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.","Fio dental Everyday Form – preto da Lounge. Tamanhos disponíveis: XXL, 3XL. O preço e o stock devem ser confirmados na loja antes de concluir a compra.",Tanga de hilo Everyday Form – negro. Disponible en Lounge EU desde 6.00 €.,Fio dental Everyday Form – preto. Disponível na Lounge EU desde 6.00 €.,"30/08/24,50%-discount,bottoms-under-10,bury-bottoms,collection-auto_6-FOR,collection-auto_black-underwear,collection-auto_bottoms,collection-auto_bottomsoffer1,collection-auto_everyday,collection-auto_everyday-bottoms,collection-auto_everyday-collection,collection-auto_g-strings,collection-auto_gym-underwear,collection-auto_micro-thongs,collection-auto_outlet,collection-auto_seamless,collection-auto_support-for-everyone,collection-auto_thongs-&-briefs,collection-auto_underwear,colour-boost,g-strings,neutral-edit,outlet-addition-0626",borrador_controlado_revisar_antes_de_publicar
lounge-7687849082916,lounge-eu,7687849082916,Everyday Form G-String - Nutmeg,Tanga de hilo Everyday Form – nuez moscada,Fio dental Everyday Form – noz-moscada,Lounge Underwear,Bottoms,lingerie_bottoms,Lencería · Braguitas y tangas,Lingerie · Cuecas e tangas,women-fashion,under-10,Nutmeg,nuez moscada,noz-moscada,"XS,S,M,L,XL,XXL,3XL",7,7,6.0,12.0,50,in_stock,new,True,2024-08-12,B,22,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7687849082916&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Feveryday-form-g-string-nutmeg&intsrc=CATF_35417,https://eu.lounge.com/products/everyday-form-g-string-nutmeg,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1EverydayFormG-String-NutmegAmber.jpg?v=1725022379|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2EverydayFormG-String-NutmegAmber.jpg?v=1725022379|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3EverydayFormG-String-NutmegAmber.jpg?v=1725022379|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4EverydayFormG-String-NutmegAmber.jpg?v=1725022379,Smooth stretch fabrication Ultrasonic elastic bonded edges for a smoothing finish,"Tanga de hilo Everyday Form – nuez moscada de Lounge. Tallas disponibles: XS, S, M, L, XL, XXL, 3XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.","Fio dental Everyday Form – noz-moscada da Lounge. Tamanhos disponíveis: XS, S, M, L, XL, XXL, 3XL. O preço e o stock devem ser confirmados na loja antes de concluir a compra.",Tanga de hilo Everyday Form – nuez moscada. Disponible en Lounge EU desde 6.00 €.,Fio dental Everyday Form – noz-moscada. Disponível na Lounge EU desde 6.00 €.,"30/08/24,50%-discount,bottoms-under-10,collection-auto_6-FOR,collection-auto_bottoms,collection-auto_bottomsoffer1,collection-auto_everyday,collection-auto_everyday-bottoms,collection-auto_everyday-collection,collection-auto_g-strings,collection-auto_gym-underwear,collection-auto_micro-thongs,collection-auto_nude-underwear,collection-auto_outlet,collection-auto_seamless,collection-auto_special-day-solutions,collection-auto_support-for-everyone,collection-auto_thongs-&-briefs,collection-auto_underwear,g-strings,main-swatch,neutral-edit,outlet-addition-0626",borrador_controlado_revisar_antes_de_publicar
lounge-7687849148452,lounge-eu,7687849148452,Everyday Form G-String - Vanilla,Tanga de hilo Everyday Form – vainilla,Fio dental Everyday Form – baunilha,Lounge Underwear,Bottoms,lingerie_bottoms,Lencería · Braguitas y tangas,Lingerie · Cuecas e tangas,women-fashion,under-10,Vanilla,vainilla,baunilha,"M,L,XL,XXL,3XL",5,7,6.0,12.0,50,in_stock,new,True,2024-08-12,B,22,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7687849148452&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Feveryday-form-g-string-vanilla&intsrc=CATF_35417,https://eu.lounge.com/products/everyday-form-g-string-vanilla,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/Gstringonly1_d1c11a97-584a-4780-af81-70d347d035a9.png?v=1725022380|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/Gstringonly2_ddab27aa-cbf8-4743-bc1c-fac8f0005f2f.png?v=1725022380|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/Gstringonly3_88a34074-a1d5-471f-9ee8-5328be734a9b.png?v=1725022380|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/Gstringonly4_7ecf1603-08da-4687-aae4-668dd701f609.png?v=1725022380,Smooth stretch fabrication Ultrasonic elastic bonded edges for a smoothing finish,"Tanga de hilo Everyday Form – vainilla de Lounge. Tallas disponibles: M, L, XL, XXL, 3XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.","Fio dental Everyday Form – baunilha da Lounge. Tamanhos disponíveis: M, L, XL, XXL, 3XL. O preço e o stock devem ser confirmados na loja antes de concluir a compra.",Tanga de hilo Everyday Form – vainilla. Disponible en Lounge EU desde 6.00 €.,Fio dental Everyday Form – baunilha. Disponível na Lounge EU desde 6.00 €.,"30/08/24,50%-discount,bottoms-under-10,bury-bottoms,collection-auto_6-FOR,collection-auto_bottoms,collection-auto_bottomsoffer1,collection-auto_everyday,collection-auto_everyday-bottoms,collection-auto_everyday-collection,collection-auto_g-strings,collection-auto_gym-underwear,collection-auto_micro-thongs,collection-auto_nude-underwear,collection-auto_outlet,collection-auto_seamless,collection-auto_special-day-solutions,collection-auto_support-for-everyone,collection-auto_thongs-&-briefs,collection-auto_underwear,g-strings,neutral-edit,outlet-addition-0626",borrador_controlado_revisar_antes_de_publicar
lounge-7687848165412,lounge-eu,7687848165412,Everyday Ultimate G-string - Sand,Tanga de hilo Everyday Ultimate – arena,Fio dental Everyday Ultimate – areia,Lounge Underwear,Bottoms,lingerie_bottoms,Lencería · Braguitas y tangas,Lingerie · Cuecas e tangas,women-fashion,under-10,Sand,arena,areia,"XS,S,M,L,XL,XXL,3XL",7,7,6.0,12.0,50,in_stock,new,True,2024-08-12,B,22,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7687848165412&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Feveryday-ultimate-g-string-sand&intsrc=CATF_35417,https://eu.lounge.com/products/everyday-ultimate-g-string-sand,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1SandUltimatePushUpG-StringOnly-Muriel.png?v=1725022379|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2SandUltimatePushUpG-StringOnly-Muriel.png?v=1725022379|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3SandUltimatePushUpG-StringOnly-Muriel.png?v=1725022379|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4SandUltimatePushUpG-StringOnly-Muriel.png?v=1725022379,Soft-stretch brushed fabrication Bonded seams for comfort and smoothing finish,"Tanga de hilo Everyday Ultimate – arena de Lounge. Tallas disponibles: XS, S, M, L, XL, XXL, 3XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.","Fio dental Everyday Ultimate – areia da Lounge. Tamanhos disponíveis: XS, S, M, L, XL, XXL, 3XL. O preço e o stock devem ser confirmados na loja antes de concluir a compra.",Tanga de hilo Everyday Ultimate – arena. Disponible en Lounge EU desde 6.00 €.,Fio dental Everyday Ultimate – areia. Disponível na Lounge EU desde 6.00 €.,"30/08/24,50%-discount,bottoms-under-10,collection-auto_6-FOR,collection-auto_bottoms,collection-auto_bottomsoffer1,collection-auto_everyday,collection-auto_everyday-bottoms,collection-auto_everyday-collection,collection-auto_g-strings,collection-auto_gym-underwear,collection-auto_micro-thongs,collection-auto_nude-underwear,collection-auto_outlet,collection-auto_seamless,collection-auto_special-day-solutions,collection-auto_support-for-everyone,collection-auto_thongs-&-briefs,collection-auto_underwear,g-strings,main-swatch,neutral-edit,outlet-addition-0626",borrador_controlado_revisar_antes_de_publicar
lounge-7687848296484,lounge-eu,7687848296484,Everyday Ultimate G-string - Cocoa,Tanga de hilo Everyday Ultimate – cacao,Fio dental Everyday Ultimate – cacau,Lounge Underwear,Bottoms,lingerie_bottoms,Lencería · Braguitas y tangas,Lingerie · Cuecas e tangas,women-fashion,under-10,Cocoa,cacao,cacau,"XS,S,M,L,XL,XXL,3XL",7,7,6.0,12.0,50,in_stock,new,True,2024-08-12,B,22,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7687848296484&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Feveryday-ultimate-g-string-cocoa&intsrc=CATF_35417,https://eu.lounge.com/products/everyday-ultimate-g-string-cocoa,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1.EverydayUltimatePush-UpG-String-Cocoa-Amina.jpg?v=1725022378|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2.EverydayUltimatePush-UpG-String-Cocoa-Amina.jpg?v=1725022378|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3.EverydayUltimatePush-UpG-String-Cocoa-Amina.jpg?v=1725022378|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4.EverydayUltimatePush-UpG-String-Cocoa-Amina.jpg?v=1725022378,Soft-stretch brushed fabrication Bonded seams for comfort and smoothing finish,"Tanga de hilo Everyday Ultimate – cacao de Lounge. Tallas disponibles: XS, S, M, L, XL, XXL, 3XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.","Fio dental Everyday Ultimate – cacau da Lounge. Tamanhos disponíveis: XS, S, M, L, XL, XXL, 3XL. O preço e o stock devem ser confirmados na loja antes de concluir a compra.",Tanga de hilo Everyday Ultimate – cacao. Disponible en Lounge EU desde 6.00 €.,Fio dental Everyday Ultimate – cacau. Disponível na Lounge EU desde 6.00 €.,"30/08/24,50%-discount,bottoms-under-10,bury-bottoms,collection-auto_6-FOR,collection-auto_bottoms,collection-auto_bottomsoffer1,collection-auto_everyday,collection-auto_everyday-bottoms,collection-auto_everyday-collection,collection-auto_g-strings,collection-auto_gym-underwear,collection-auto_micro-thongs,collection-auto_nude-underwear,collection-auto_outlet,collection-auto_seamless,collection-auto_special-day-solutions,collection-auto_support-for-everyone,collection-auto_thongs-&-briefs,collection-auto_underwear,g-strings,latest-swatch,neutral-edit,outlet-addition-0626",borrador_controlado_revisar_antes_de_publicar
lounge-7687848263716,lounge-eu,7687848263716,Everyday Ultimate G-string - Honey,Tanga de hilo Everyday Ultimate – miel,Fio dental Everyday Ultimate – mel,Lounge Underwear,Bottoms,lingerie_bottoms,Lencería · Braguitas y tangas,Lingerie · Cuecas e tangas,women-fashion,under-10,Honey,miel,mel,"XS,S,M,L,XL,XXL,3XL",7,7,6.0,12.0,50,in_stock,new,True,2024-08-12,B,22,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7687848263716&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Feveryday-ultimate-g-string-honey&intsrc=CATF_35417,https://eu.lounge.com/products/everyday-ultimate-g-string-honey,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1.EverydayUltimatePush-UpG-String-Honey-Amber.jpg?v=1725022379|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2.EverydayUltimatePush-UpG-String-Honey-Amber.jpg?v=1725022380|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3.EverydayUltimatePush-UpG-String-Honey-Amber.jpg?v=1725022379|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4.EverydayUltimatePush-UpG-String-Honey-Amber.jpg?v=1725022379,Soft-stretch brushed fabrication Bonded seams for comfort and smoothing finish,"Tanga de hilo Everyday Ultimate – miel de Lounge. Tallas disponibles: XS, S, M, L, XL, XXL, 3XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.","Fio dental Everyday Ultimate – mel da Lounge. Tamanhos disponíveis: XS, S, M, L, XL, XXL, 3XL. O preço e o stock devem ser confirmados na loja antes de concluir a compra.",Tanga de hilo Everyday Ultimate – miel. Disponible en Lounge EU desde 6.00 €.,Fio dental Everyday Ultimate – mel. Disponível na Lounge EU desde 6.00 €.,"30/08/24,50%-discount,bottoms-under-10,bury-bottoms,collection-auto_6-FOR,collection-auto_bottoms,collection-auto_bottomsoffer1,collection-auto_everyday,collection-auto_everyday-bottoms,collection-auto_everyday-collection,collection-auto_g-strings,collection-auto_gym-underwear,collection-auto_micro-thongs,collection-auto_nude-underwear,collection-auto_outlet,collection-auto_seamless,collection-auto_special-day-solutions,collection-auto_support-for-everyone,collection-auto_thongs-&-briefs,collection-auto_underwear,g-strings,neutral-edit,outlet-addition-0626",borrador_controlado_revisar_antes_de_publicar
lounge-7687848132644,lounge-eu,7687848132644,Everyday Ultimate G-string - Black,Tanga de hilo Everyday Ultimate – negro,Fio dental Everyday Ultimate – preto,Lounge Underwear,Bottoms,lingerie_bottoms,Lencería · Braguitas y tangas,Lingerie · Cuecas e tangas,women-fashion,under-10,Black,negro,preto,"XS,S,M,L,XL,XXL,3XL",7,7,6.0,12.0,50,in_stock,new,True,2024-08-12,B,22,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7687848132644&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Feveryday-ultimate-g-string-black&intsrc=CATF_35417,https://eu.lounge.com/products/everyday-ultimate-g-string-black,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1.EverydayUltimatePush-UpG-String-Black-Amina.jpg?v=1725022380|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2.EverydayUltimatePush-UpG-String-Black-Amina.jpg?v=1725022380|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3.EverydayUltimatePush-UpG-String-Black-Amina.jpg?v=1725022380|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4.EverydayUltimatePush-UpG-String-Black-Amina.jpg?v=1725022381,Soft-stretch brushed fabrication Bonded seams for comfort and smoothing finish,"Tanga de hilo Everyday Ultimate – negro de Lounge. Tallas disponibles: XS, S, M, L, XL, XXL, 3XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.","Fio dental Everyday Ultimate – preto da Lounge. Tamanhos disponíveis: XS, S, M, L, XL, XXL, 3XL. O preço e o stock devem ser confirmados na loja antes de concluir a compra.",Tanga de hilo Everyday Ultimate – negro. Disponible en Lounge EU desde 6.00 €.,Fio dental Everyday Ultimate – preto. Disponível na Lounge EU desde 6.00 €.,"30/08/24,50%-discount,bottoms-under-10,collection-auto_6-FOR,collection-auto_black-underwear,collection-auto_bottoms,collection-auto_bottomsoffer1,collection-auto_everyday,collection-auto_everyday-bottoms,collection-auto_everyday-collection,collection-auto_g-strings,collection-auto_gym-underwear,collection-auto_micro-thongs,collection-auto_outlet,collection-auto_seamless,collection-auto_support-for-everyone,collection-auto_thongs-&-briefs,collection-auto_underwear,g-strings,main-swatch,neutral-edit,outlet-addition-0626",borrador_controlado_revisar_antes_de_publicar
lounge-7687848230948,lounge-eu,7687848230948,Everyday Ultimate G-string - Nutmeg,Tanga de hilo Everyday Ultimate – nuez moscada,Fio dental Everyday Ultimate – noz-moscada,Lounge Underwear,Bottoms,lingerie_bottoms,Lencería · Braguitas y tangas,Lingerie · Cuecas e tangas,women-fashion,under-10,Nutmeg,nuez moscada,noz-moscada,"XS,S,M,L,XXL,3XL",6,7,6.0,12.0,50,in_stock,new,True,2024-08-12,B,22,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7687848230948&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Feveryday-ultimate-g-string-nutmeg&intsrc=CATF_35417,https://eu.lounge.com/products/everyday-ultimate-g-string-nutmeg,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1NutmegEverydayUltimatePush-UpG-StringOnly-Amber.png?v=1725022381|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2NutmegEverydayUltimatePush-UpG-StringOnly-Amber.png?v=1725022381|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3NutmegEverydayUltimatePush-UpG-StringOnly-Amber.png?v=1725022381|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4NutmegEverydayUltimatePush-UpG-StringOnly-Amber.png?v=1725022381,Soft-stretch brushed fabrication Bonded seams for comfort and smoothing finish,"Tanga de hilo Everyday Ultimate – nuez moscada de Lounge. Tallas disponibles: XS, S, M, L, XXL, 3XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.","Fio dental Everyday Ultimate – noz-moscada da Lounge. Tamanhos disponíveis: XS, S, M, L, XXL, 3XL. O preço e o stock devem ser confirmados na loja antes de concluir a compra.",Tanga de hilo Everyday Ultimate – nuez moscada. Disponible en Lounge EU desde 6.00 €.,Fio dental Everyday Ultimate – noz-moscada. Disponível na Lounge EU desde 6.00 €.,"30/08/24,50%-discount,bottoms-under-10,bury-bottoms,collection-auto_6-FOR,collection-auto_bottoms,collection-auto_bottomsoffer1,collection-auto_everyday,collection-auto_everyday-bottoms,collection-auto_everyday-collection,collection-auto_g-strings,collection-auto_gym-underwear,collection-auto_micro-thongs,collection-auto_nude-underwear,collection-auto_outlet,collection-auto_seamless,collection-auto_special-day-solutions,collection-auto_support-for-everyone,collection-auto_thongs-&-briefs,collection-auto_underwear,g-strings,neutral-edit,outlet-addition-0626",borrador_controlado_revisar_antes_de_publicar
lounge-7687848198180,lounge-eu,7687848198180,Everyday Ultimate G-string - Vanilla,Tanga de hilo Everyday Ultimate – vainilla,Fio dental Everyday Ultimate – baunilha,Lounge Underwear,Bottoms,lingerie_bottoms,Lencería · Braguitas y tangas,Lingerie · Cuecas e tangas,women-fashion,under-10,Vanilla,vainilla,baunilha,"XS,S,M,L,XL,XXL,3XL",7,7,6.0,12.0,50,in_stock,new,True,2024-08-12,B,22,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7687848198180&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Feveryday-ultimate-g-string-vanilla&intsrc=CATF_35417,https://eu.lounge.com/products/everyday-ultimate-g-string-vanilla,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1VanillaUltimatePushUpG-StringOnly-Muriel.png?v=1725022381|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2VanillaUltimatePushUpG-StringOnly-Muriel.png?v=1725022381|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3VanillaUltimatePushUpG-StringOnly-Muriel.png?v=1725022381|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4VanillaUltimatePushUpG-StringOnly-Muriel.png?v=1725022381,Soft-stretch brushed fabrication Bonded seams for comfort and smoothing finish,"Tanga de hilo Everyday Ultimate – vainilla de Lounge. Tallas disponibles: XS, S, M, L, XL, XXL, 3XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.","Fio dental Everyday Ultimate – baunilha da Lounge. Tamanhos disponíveis: XS, S, M, L, XL, XXL, 3XL. O preço e o stock devem ser confirmados na loja antes de concluir a compra.",Tanga de hilo Everyday Ultimate – vainilla. Disponible en Lounge EU desde 6.00 €.,Fio dental Everyday Ultimate – baunilha. Disponível na Lounge EU desde 6.00 €.,"30/08/24,50%-discount,bottoms-under-10,bury-bottoms,collection-auto_6-FOR,collection-auto_bottoms,collection-auto_bottomsoffer1,collection-auto_everyday,collection-auto_everyday-bottoms,collection-auto_everyday-collection,collection-auto_g-strings,collection-auto_gym-underwear,collection-auto_micro-thongs,collection-auto_nude-underwear,collection-auto_outlet,collection-auto_seamless,collection-auto_special-day-solutions,collection-auto_support-for-everyone,collection-auto_thongs-&-briefs,collection-auto_underwear,colour-boost,g-strings,neutral-edit,outlet-addition-0626",borrador_controlado_revisar_antes_de_publicar
lounge-7159061741604,lounge-eu,7159061741604,Flirt G-string - Maroon,Tanga de hilo Flirt – granate,Fio dental Flirt – bordô,Lounge Underwear,Bottoms,lingerie_bottoms,Lencería · Braguitas y tangas,Lingerie · Cuecas e tangas,women-fashion,,Maroon,granate,bordô,"XXL,3XL",2,7,18.0,,0,in_stock,new,True,2022-10-12,B,23,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7159061741604&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fflirt-thong-maroon&intsrc=CATF_35417,https://eu.lounge.com/products/flirt-thong-maroon,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1MaroonFlirtBalconyThong_2219093e-34a2-45d3-b904-0249aca8cfde.jpg?v=1710420603|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2MaroonFlirtBalconyThong_a3c5cf71-69dc-4d9a-90f5-628d26c58f3c.jpg?v=1710420604|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3MaroonFlirtBalconyThong_be64ddb1-0ad9-4e2b-83b9-dc451dc64727.jpg?v=1710420603|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4MaroonFlirtBalconyThong_e567e04c-7cfb-45cd-ab21-01a84b44b50b.jpg?v=1710420602,"Floral embroidery with polka dot and satin details Silver Lounge charm Cut out details Decorative Lounge banner and picot elastic Silver Lounge hardware 51% Recycled Polyester, 43% Polyamide, 6% Elastane Be their weakness in our luxury Flirt G-string. Beautifully designed with floral embroidery and finished with Lounge branded hardware, all eyes will be on you.","Tanga de hilo Flirt – granate de Lounge. Tallas disponibles: XXL, 3XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.","Fio dental Flirt – bordô da Lounge. Tamanhos disponíveis: XXL, 3XL. O preço e o stock devem ser confirmados na loja antes de concluir a compra.",Tanga de hilo Flirt – granate. Disponible en Lounge EU desde 18.00 €.,Fio dental Flirt – bordô. Disponível na Lounge EU desde 18.00 €.,"30%-discount,best-selling-sets,bottoms_only,collection-auto_4-FOR,collection-auto_bottoms,collection-auto_bottomsoffer2,collection-auto_christmas,collection-auto_christmas23,collection-auto_christmas24,collection-auto_flirt,collection-auto_flirt-gstring,collection-auto_g-strings,collection-auto_red-thongs,collection-auto_red-underwear,collection-auto_sustainable,collection-auto_thongs,collection-auto_thongs-&-briefs,collection-auto_underwear,collection-auto_valentines25,color_maroon,exclude-bfcm,filter-collection-child_flirt-balcony,filter-collection-child_sustainable,filter-collection-child_thongs-&-briefs,filter-collection_thongs-&-briefs,filter-color_maroon,G-strings,group_flirt-balcony-thong,ignore-group,june-sale-26,micro-collection_bottoms-only-3,micro-collection_flirt-balcony,size_thong,spencer-edit,sustainable,thongs,upsell_flirt-balcony-bottoms,upsell_group_flirt-balcony-bottoms,valentines-2024",borrador_controlado_revisar_antes_de_publicar
