id,merchant_id,market,currency,source_sku,title,source_title,brand,department,category,categories,description,short_description,image_urls,color,sizes,price,original_price,discount_percent,availability,condition,active,product_type,keywords,affiliate_url,landing_url,launch_date,priority,editorial_score,available_variants,total_variants,translation_status
lounge-14822559842686-es,lounge-eu,ES,EUR,14822559842686,Medias Adelyn Intimates Transparente – negro,Adelyn Intimates Sheer Tights - Black,Lounge Underwear,Accesorios mujer,Accesorios mujer,women-accessories,"Medias Adelyn Intimates Transparente – negro de Lounge. Tallas disponibles: S-M, M-L, L-XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.",Medias Adelyn Intimates Transparente – negro. Disponible en Lounge EU desde 10.50 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1BlackAdelynTights-Muriel.jpg?v=1753969417|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2BlackAdelynTights-Muriel.jpg?v=1753969416|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3BlackAdelynTights-Muriel.jpg?v=1753969416|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2BlackAdelynIntimatesMuriel_8fe03478-11df-465d-a32c-36cfd178b714.jpg?v=1753969417,negro,"S-M,M-L,L-XL",10.5,35.0,70,in_stock,new,True,Accessories,"medias,adelyn,intimates,transparente,negro,lounge,accesorios,mujer",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=14822559842686&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fadelyn-intimates-sheer-tights-black&intsrc=CATF_35417,https://eu.lounge.com/products/adelyn-intimates-sheer-tights-black,2024-11-18,B,18,3,3,borrador_controlado_revisar_antes_de_publicar
lounge-15577304826238-es,lounge-eu,ES,EUR,15577304826238,Medias Black Seam (20 Denier – negro,Black Seam Tights (20 Denier) - Black,Lounge Underwear,Accesorios mujer,Accesorios mujer,"women-accessories,under-10","Medias Black Seam (20 Denier – negro de Lounge. Tallas disponibles: S-M, M-L. El precio y el stock se confirman en la tienda antes de finalizar la compra.",Medias Black Seam (20 Denier – negro. Disponible en Lounge EU desde 9.00 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1SEAMTIGHTS.png?v=1761311720|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2SEAMTIGHTS.png?v=1761311720|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3SEAMTIGHTS.png?v=1761311720|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4SEAMTIGHTS.png?v=1761311722,negro,"S-M,M-L",9.0,30.0,70,in_stock,new,True,Accessories,"medias,black,seam,20,denier,negro,lounge,accesorios,mujer",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15577304826238&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fback-seam-tights-black&intsrc=CATF_35417,https://eu.lounge.com/products/back-seam-tights-black,2025-09-16,B,23,2,3,borrador_controlado_revisar_antes_de_publicar
lounge-14819100721534-es,lounge-eu,ES,EUR,14819100721534,Medias Diamanté (40 Denier – negro,Diamanté Tights (40 Denier) - Black,Lounge Underwear,Accesorios mujer,Accesorios mujer,women-accessories,"Medias Diamanté (40 Denier – negro de Lounge. Tallas disponibles: S-M, M-L. El precio y el stock se confirman en la tienda antes de finalizar la compra.",Medias Diamanté (40 Denier – negro. Disponible en Lounge EU desde 10.50 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1DiamanteLurexTights.jpg?v=1731516288|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2DiamanteLurexTights.jpg?v=1731516288|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3DiamanteLurexTights.jpg?v=1731516288|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4DiamanteLurexTights.jpg?v=1731516288|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5DiamanteLurexTights.jpg?v=1731516288|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6DiamanteLurexTights.jpg?v=1731516288,negro,"S-M,M-L",10.5,35.0,70,in_stock,new,True,Accessories,"medias,diamanté,40,denier,negro,lounge,accesorios,mujer",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=14819100721534&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fdecorative-tights-diamante-black&intsrc=CATF_35417,https://eu.lounge.com/products/decorative-tights-diamante-black,2024-11-11,B,18,2,3,borrador_controlado_revisar_antes_de_publicar
lounge-14819100754302-es,lounge-eu,ES,EUR,14819100754302,Medias Sparkle Lurex (40 Denier – negro,Sparkle Lurex Tights (40 Denier) - Black,Lounge Underwear,Accesorios mujer,Accesorios mujer,women-accessories,"Medias Sparkle Lurex (40 Denier – negro de Lounge. Tallas disponibles: S-M, M-L, L-XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.",Medias Sparkle Lurex (40 Denier – negro. Disponible en Lounge EU desde 10.50 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4SparkleLurexTights.jpg?v=1731516288|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5SparkleLurexTights.jpg?v=1731516288|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1SparkleLurexTights.jpg?v=1731516288|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2SparkleLurexTights.jpg?v=1731516288|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6SparkleLurexTights.jpg?v=1731516288|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/7SparkleLurexTights.jpg?v=1731516288,negro,"S-M,M-L,L-XL",10.5,35.0,70,in_stock,new,True,Accessories,"medias,sparkle,lurex,40,denier,negro,lounge,accesorios,mujer",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=14819100754302&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fdecorative-tights-sparkle-lurex-black&intsrc=CATF_35417,https://eu.lounge.com/products/decorative-tights-sparkle-lurex-black,2024-11-11,B,18,3,3,borrador_controlado_revisar_antes_de_publicar
lounge-6692299866148-es,lounge-eu,ES,EUR,6692299866148,Calcetines Essential (2 Pack – Charcoal,Essential Socks (2 Pack) - Charcoal,Lounge Underwear,Accesorios mujer,Accesorios mujer · Medias y calcetines,"women-accessories,under-10",Calcetines Essential (2 Pack – Charcoal de Lounge. Tallas disponibles: M-L. El precio y el stock se confirman en la tienda antes de finalizar la compra.,Calcetines Essential (2 Pack – Charcoal. Disponible en Lounge EU desde 9.00 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1CharcoalEssentialSocksLeidy.jpg?v=1710416024|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2CharcoalEssentialSocksLeidy.jpg?v=1710416024|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3CharcoalEssentialSocksLeidy.jpg?v=1710416024|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4CharcoalEssentialSocksLeidy.jpg?v=1710416025,Charcoal,M-L,9.0,18.0,50,in_stock,new,True,Apparel,"calcetines,essential,2,pack,charcoal,lounge,accesorios,mujer,medias,y",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=6692299866148&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fessential-socks-charcoal&intsrc=CATF_35417,https://eu.lounge.com/products/essential-socks-charcoal,2021-08-10,B,18,1,2,borrador_controlado_revisar_antes_de_publicar
lounge-6692299898916-es,lounge-eu,ES,EUR,6692299898916,Calcetines Essential (2 Pack – crema,Essential Socks (2 Pack) - Cream,Lounge Underwear,Accesorios mujer,Accesorios mujer · Medias y calcetines,"women-accessories,under-10",Calcetines Essential (2 Pack – crema de Lounge. Tallas disponibles: M-L. El precio y el stock se confirman en la tienda antes de finalizar la compra.,Calcetines Essential (2 Pack – crema. Disponible en Lounge EU desde 9.00 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1CreamEssentialSocksLeidy.jpg?v=1710415679|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2CreamEssentialSocksLeidy.jpg?v=1710415678|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3CreamEssentialSocksLeidy.jpg?v=1710415679|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4CreamEssentialSocksLeidy.jpg?v=1710415678,crema,M-L,9.0,18.0,50,in_stock,new,True,Apparel,"calcetines,essential,2,pack,crema,lounge,accesorios,mujer,medias,y",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=6692299898916&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fessential-socks-cream&intsrc=CATF_35417,https://eu.lounge.com/products/essential-socks-cream,2021-08-10,B,18,1,2,borrador_controlado_revisar_antes_de_publicar
lounge-6692299931684-es,lounge-eu,ES,EUR,6692299931684,Calcetines Essential (2 Pack – negro,Essential Socks (2 Pack) - Black,Lounge Underwear,Accesorios mujer,Accesorios mujer · Medias y calcetines,"women-accessories,under-10",Calcetines Essential (2 Pack – negro de Lounge. Tallas disponibles: M-L. El precio y el stock se confirman en la tienda antes de finalizar la compra.,Calcetines Essential (2 Pack – negro. Disponible en Lounge EU desde 9.00 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1-Black-EssentialAnkleSocks-Nayeli.jpg?v=1710415755|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3-Black-EssentialAnkleSocks-Nayeli.jpg?v=1710415755|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2-Black-EssentialAnkleSocks-Nayeli.jpg?v=1710415756|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4-Black-EssentialAnkleSocks-Nayeli.jpg?v=1710415754|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5-Black-EssentialAnkleSocks-Nayeli.jpg?v=1710415756,negro,M-L,9.0,18.0,50,in_stock,new,True,Apparel,"calcetines,essential,2,pack,negro,lounge,accesorios,mujer,medias,y",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=6692299931684&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fessential-socks-black&intsrc=CATF_35417,https://eu.lounge.com/products/essential-socks-black,2021-08-10,B,18,1,2,borrador_controlado_revisar_antes_de_publicar
lounge-7229937254436-es,lounge-eu,ES,EUR,7229937254436,Producto Lounge Classic Stockings – Nude,Classic Stockings - Nude,Lounge Underwear,Accesorios mujer,Accesorios mujer · Medias y calcetines,"women-accessories,under-10",Producto Lounge Classic Stockings – Nude de Lounge. Tallas disponibles: L-XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.,Producto Lounge Classic Stockings – Nude. Disponible en Lounge EU desde 5.40 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1-Nude-Stockings-Adison_6c7930c1-56ae-4f27-a2b4-93eb11109b6e.jpg?v=1710422241|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2-Nude-Stockings-Adison.jpg?v=1710422240|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3-Nude-Stockings-Adison.jpg?v=1710422241|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4-Nude-Stockings-Adison.jpg?v=1710422239,Nude,L-XL,5.4,18.0,70,in_stock,new,True,Stockings,"producto,lounge,classic,stockings,nude,accesorios,mujer,medias,y,calcetines",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7229937254436&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fclassic-stockings-nude&intsrc=CATF_35417,https://eu.lounge.com/products/classic-stockings-nude,2023-01-13,B,18,1,3,borrador_controlado_revisar_antes_de_publicar
lounge-7350211477540-es,lounge-eu,ES,EUR,7350211477540,Producto Lounge Fishnet Bow Stockings – Nude no,Fishnet Bow Stockings - Nude No,Lounge Underwear,Accesorios mujer,Accesorios mujer · Medias y calcetines,"women-accessories,under-10","Producto Lounge Fishnet Bow Stockings – Nude no de Lounge. Tallas disponibles: S-M, M-L, L-XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.",Producto Lounge Fishnet Bow Stockings – Nude no. Disponible en Lounge EU desde 7.50 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1-NudeBowStocking-Adison.jpg?v=1710425689|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2-NudeBowStocking-Adison.jpg?v=1710425688|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3-NudeBowStocking-Adison.jpg?v=1710425688|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4-NudeBowStocking-Adison.jpg?v=1710425688,Nude no,"S-M,M-L,L-XL",7.5,25.0,70,in_stock,new,True,Stockings,"producto,lounge,fishnet,bow,stockings,nude,no,accesorios,mujer,medias,y,calcetines",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7350211477540&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Ffishnet-bow-stockings-nude&intsrc=CATF_35417,https://eu.lounge.com/products/fishnet-bow-stockings-nude,2023-11-07,B,18,3,3,borrador_controlado_revisar_antes_de_publicar
lounge-7350211379236-es,lounge-eu,ES,EUR,7350211379236,Producto Lounge Fishnet Sparkle Stockings – Nude,Fishnet Sparkle Stockings - Nude,Lounge Underwear,Accesorios mujer,Accesorios mujer · Medias y calcetines,"women-accessories,under-10","Producto Lounge Fishnet Sparkle Stockings – Nude de Lounge. Tallas disponibles: S-M, M-L, L-XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.",Producto Lounge Fishnet Sparkle Stockings – Nude. Disponible en Lounge EU desde 7.50 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1.NudeSparklestockings-Adison.jpg?v=1710425807|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2.NudeSparklestockings-Adison.jpg?v=1710425808|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3.NudeSparklestockings-Adison.jpg?v=1710425807|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4.NudeSparklestockings-Adison.jpg?v=1710425809,Nude,"S-M,M-L,L-XL",7.5,25.0,70,in_stock,new,True,Stockings,"producto,lounge,fishnet,sparkle,stockings,nude,accesorios,mujer,medias,y,calcetines",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7350211379236&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Ffishnet-sparkle-stockings-nude&intsrc=CATF_35417,https://eu.lounge.com/products/fishnet-sparkle-stockings-nude,2023-11-07,B,23,3,3,borrador_controlado_revisar_antes_de_publicar
lounge-7350211346468-es,lounge-eu,ES,EUR,7350211346468,Producto Lounge Fishnet Sparkle Stockings – negro,Fishnet Sparkle Stockings - Black,Lounge Underwear,Accesorios mujer,Accesorios mujer · Medias y calcetines,"women-accessories,under-10","Producto Lounge Fishnet Sparkle Stockings – negro de Lounge. Tallas disponibles: S-M, M-L, L-XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.",Producto Lounge Fishnet Sparkle Stockings – negro. Disponible en Lounge EU desde 7.50 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1.BlackSparkleStockings-Leidy.jpg?v=1710425896|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2.BlackSparkleStockings-Leidy.jpg?v=1710425898|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3.BlackSparkleStockings-Leidy.jpg?v=1710425895|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4.BlackSparkleStockings-Leidy.jpg?v=1710425897|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4.BlackStockignsXAMSPERIODONLY.jpg?v=1710425895,negro,"S-M,M-L,L-XL",7.5,25.0,70,in_stock,new,True,Stockings,"producto,lounge,fishnet,sparkle,stockings,negro,accesorios,mujer,medias,y,calcetines",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7350211346468&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Ffishnet-sparkle-stockings-black&intsrc=CATF_35417,https://eu.lounge.com/products/fishnet-sparkle-stockings-black,2023-11-07,B,23,3,3,borrador_controlado_revisar_antes_de_publicar
lounge-7344998219812-es,lounge-eu,ES,EUR,7344998219812,Braguitas Bambú Triangle – avena,Bamboo Triangle Briefs - Oat,Lounge Underwear,Moda mujer,Lencería · Braguitas y tangas,"women-fashion,under-10","Braguitas Bambú Triangle – avena de Lounge. Tallas disponibles: XS, S, M, L, XL, XXL, 3XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.",Braguitas Bambú Triangle – avena. Disponible en Lounge EU desde 9.00 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1OatBambooTrinagleBrief-Adison.jpg?v=1710425400|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2OatBambooTrinagleBrief-Adison.jpg?v=1710425399|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3OatBambooTrinagleBrief-Adison.jpg?v=1710425400|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4OatBambooTrinagleBrief-Adison.jpg?v=1710425401,avena,"XS,S,M,L,XL,XXL,3XL",9.0,18.0,50,in_stock,new,True,Bottoms,"braguitas,bambú,triangle,avena,lounge,lencería,y,tangas",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7344998219812&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fbamboo-triangle-briefs-oat&intsrc=CATF_35417,https://eu.lounge.com/products/bamboo-triangle-briefs-oat,2023-11-02,B,22,7,7,borrador_controlado_revisar_antes_de_publicar
lounge-6645931737124-es,lounge-eu,ES,EUR,6645931737124,Braguitas Bambú Triangle – oliva,Bamboo Triangle Briefs - Olive,Lounge Underwear,Moda mujer,Lencería · Braguitas y tangas,"women-fashion,under-10","Braguitas Bambú Triangle – oliva de Lounge. Tallas disponibles: XS, XXL. El precio y el stock se confirman en la tienda antes de finalizar la compra.",Braguitas Bambú Triangle – oliva. Disponible en Lounge EU desde 9.00 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1OliveTriangleBriefs-Leidy.jpg?v=1710409064|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2OliveTriangleBriefs-Leidy.jpg?v=1710409065|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3OliveTriangleBriefs-Leidy.jpg?v=1710409065|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4OliveTriangleBriefs-Leidy.jpg?v=1710409065,oliva,"XS,XXL",9.0,18.0,50,in_stock,new,True,Bottoms,"braguitas,bambú,triangle,oliva,lounge,lencería,y,tangas",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=6645931737124&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fbamboo-triangle-briefs-olive&intsrc=CATF_35417,https://eu.lounge.com/products/bamboo-triangle-briefs-olive,2021-06-15,B,18,2,7,borrador_controlado_revisar_antes_de_publicar
lounge-7172073619492-es,lounge-eu,ES,EUR,7172073619492,Braguitas Classic – moca,Classic Briefs - Mocha,Lounge Underwear,Moda mujer,Lencería · Braguitas y tangas,"women-fashion,under-10","Braguitas Classic – moca de Lounge. Tallas disponibles: XS, S, M, L, XL, XXL, 3XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.",Braguitas Classic – moca. Disponible en Lounge EU desde 4.80 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1MochaPlungeT-ShirtBriefs-Adison_d658d30e-fff8-42c5-88ab-2abea923994f.jpg?v=1710420952|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2MochaPlungeT-ShirtBriefs-Adison_ac633770-c4b3-412f-8f1f-2a8426652b06.jpg?v=1710420952|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3MochaPlungeT-ShirtBriefs-Adison.jpg?v=1710420953|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4MochaPlungeT-ShirtBriefs-Adison.jpg?v=1710420953,moca,"XS,S,M,L,XL,XXL,3XL",4.8,16.0,70,in_stock,new,True,Bottoms,"braguitas,classic,moca,lounge,lencería,y,tangas",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7172073619492&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fclassic-briefs-mocha&intsrc=CATF_35417,https://eu.lounge.com/products/classic-briefs-mocha,2022-10-24,B,22,7,7,borrador_controlado_revisar_antes_de_publicar
lounge-7084621824036-es,lounge-eu,ES,EUR,7084621824036,Braguitas Daisy Bordado – rosa,Daisy Embroidered Briefs - Pink,Lounge Underwear,Moda mujer,Lencería · Braguitas y tangas,"women-fashion,under-10","Braguitas Daisy Bordado – rosa de Lounge. Tallas disponibles: XS, S, M, XXL. El precio y el stock se confirman en la tienda antes de finalizar la compra.",Braguitas Daisy Bordado – rosa. Disponible en Lounge EU desde 6.00 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1PinkDaisyEmbroideredBalconyBriefsMuriel_f30a6a26-5c80-4952-8907-9b1c908f1263.jpg?v=1710419188|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2PinkDaisyEmbroideredBalconyBriefsMuriel_0acf3627-397f-4cc0-9e97-648bc827f907.jpg?v=1710419187|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3PinkDaisyEmbroideredBalconyBriefsMuriel_41e222b4-c652-4a7a-8543-427c7935716d.jpg?v=1710419188|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4PinkDaisyEmbroideredBalconyBriefsMuriel_ca2d3f80-a5dd-4729-9ee8-e98f70c0e4f5.jpg?v=1710419189,rosa,"XS,S,M,XXL",6.0,20.0,70,in_stock,new,True,Bottoms,"braguitas,daisy,bordado,rosa,lounge,lencería,y,tangas",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7084621824036&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fdaisy-embroidered-balcony-briefs-pink&intsrc=CATF_35417,https://eu.lounge.com/products/daisy-embroidered-balcony-briefs-pink,2022-07-13,B,18,4,7,borrador_controlado_revisar_antes_de_publicar
lounge-7101128572964-es,lounge-eu,ES,EUR,7101128572964,Braguitas Sculpt – blanco,Sculpt Briefs - White,Lounge Underwear,Moda mujer,Lencería · Braguitas y tangas,"women-fashion,under-10","Braguitas Sculpt – blanco de Lounge. Tallas disponibles: S, XL, XXL, 3XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.",Braguitas Sculpt – blanco. Disponible en Lounge EU desde 4.80 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1WHITESCULPTBRIEFSLEIDY_418dbaa9-28a0-4783-bb71-fb35afa961bb.jpg?v=1735030425|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2WHITESCULPTBRIEFSLEIDY_9e0721f4-8a50-44c4-9bf7-b05bf9dbd573.jpg?v=1735030425|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3WHITESCULPTBRIEFSLEIDY_098ef704-192c-4dbf-b903-9225a360a953.jpg?v=1735030425|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4WHITESCULPTBRIEFSLEIDY_9ab4483f-83ca-40bb-a664-c58474d472f7.jpg?v=1735030425,blanco,"S,XL,XXL,3XL",4.8,16.0,70,in_stock,new,True,Bottoms,"braguitas,sculpt,blanco,lounge,lencería,y,tangas",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7101128572964&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fsculpt-briefs-white&intsrc=CATF_35417,https://eu.lounge.com/products/sculpt-briefs-white,2022-08-03,B,18,4,7,borrador_controlado_revisar_antes_de_publicar
lounge-7101128638500-es,lounge-eu,ES,EUR,7101128638500,Braguitas Sculpt – castaño,Sculpt Briefs - Chestnut,Lounge Underwear,Moda mujer,Lencería · Braguitas y tangas,"women-fashion,under-10","Braguitas Sculpt – castaño de Lounge. Tallas disponibles: XS, S, XL, XXL, 3XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.",Braguitas Sculpt – castaño. Disponible en Lounge EU desde 4.80 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1CHESTNUTSCULPTBRIEFSLEIDY_d4ea6b04-4fd0-42ef-83bf-551841aade7a.jpg?v=1735030425|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2CHESTNUTSCULPTBRIEFSLEIDY_08500b31-c1c6-4997-a2ed-18069c3ecb5f.jpg?v=1735030425|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3CHESTNUTSCULPTBRIEFSLEIDY_43db5e08-b843-4d72-b279-158da3ef3289.jpg?v=1735030426|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4CHESTNUTSCULPTBRIEFSLEIDY_0c726e60-2158-4618-8d5e-f573063bda21.jpg?v=1735030425,castaño,"XS,S,XL,XXL,3XL",4.8,16.0,70,in_stock,new,True,Bottoms,"braguitas,sculpt,castaño,lounge,lencería,y,tangas",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7101128638500&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fsculpt-briefs-chestnut&intsrc=CATF_35417,https://eu.lounge.com/products/sculpt-briefs-chestnut,2022-08-03,B,22,5,7,borrador_controlado_revisar_antes_de_publicar
lounge-7101128605732-es,lounge-eu,ES,EUR,7101128605732,Braguitas Sculpt – miel,Sculpt Briefs - Honey,Lounge Underwear,Moda mujer,Lencería · Braguitas y tangas,"women-fashion,under-10","Braguitas Sculpt – miel de Lounge. Tallas disponibles: XS, S, XL, XXL, 3XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.",Braguitas Sculpt – miel. Disponible en Lounge EU desde 4.80 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1HONEYSCULPTBRIEFSLEIDY_4e61304d-b3e1-4090-a301-07f764a72a44.jpg?v=1735030426|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2HONEYSCULPTBRIEFSLEIDY_e5c8cd65-9e03-49a3-aef5-69cbcf1b688a.jpg?v=1735030425|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3HONEYSCULPTBRIEFSLEIDY_b797183a-e456-4926-abcf-79889666a82a.jpg?v=1735030426|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4HONEYSCULPTBRIEFSLEIDY_65d91c36-2aa9-44c4-90d2-649bbf1aafb5.jpg?v=1735030425,miel,"XS,S,XL,XXL,3XL",4.8,16.0,70,in_stock,new,True,Bottoms,"braguitas,sculpt,miel,lounge,lencería,y,tangas",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7101128605732&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fsculpt-briefs-honey&intsrc=CATF_35417,https://eu.lounge.com/products/sculpt-briefs-honey,2022-08-03,B,22,5,7,borrador_controlado_revisar_antes_de_publicar
